#name	ftp_path	organism	assembly_level
Lyso_capsi_GCF_002355295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/295/GCF_002355295.1_ASM235529v1	Lysobacter capsici	Complete Genome
Lyso_enz_GCF_002355975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/975/GCF_002355975.1_ASM235597v1	Lysobacter enzymogenes	Complete Genome
Lyso_gummo_GCF_001442805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/805/GCF_001442805.1_ASM144280v1	Lysobacter gummosus	Complete Genome
Lyso_soli_GCF_009755585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/755/585/GCF_009755585.1_ASM975558v1	Lysobacter soli	Complete Genome
Mac_arme_GCF_020097095_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/095/GCF_020097095.1_ASM2009709v1	Macrococcus armenti	Complete Genome
Mac_boh_GCF_016865215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/865/215/GCF_016865215.1_ASM1686521v1	Macrococcus bohemicus	Complete Genome
Mac_brun_GCF_022343725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/343/725/GCF_022343725.1_ASM2234372v1	Macrococcus brunensis	Complete Genome
Mac_canis_GCF_018278985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/278/985/GCF_018278985.1_ASM1827898v1	Macrococcus canis	Complete Genome
Mac_caseo_GCF_016028795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/795/GCF_016028795.1_ASM1602879v1	Macrococcus caseolyticus	Complete Genome
Mag_gry_MSR_1_v2_GCF_000513295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/295/GCF_000513295.1_MGMSRv2	Magnetospirillum gryphiswaldense	Complete Genome
Mal_iow_GCF_900660615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/615/GCF_900660615.1_51670_F01-3	Malacoplasma iowae	Complete Genome
Mam_sci_GCF_002209165_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/165/GCF_002209165.2_ASM220916v2	Mammaliicoccus sciuri	Complete Genome
Mam_vitu_GCF_016725245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/725/245/GCF_016725245.1_ASM1672524v1	Mammaliicoccus vitulinus	Complete Genome
Man_granulo_GCF_011455695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/455/695/GCF_011455695.1_ASM1145569v1	Mannheimia granulomatis	Complete Genome
Man_haemolytica_GCF_002285575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/575/GCF_002285575.1_ASM228557v1	Mannheimia haemolytica	Complete Genome
Man_pern_GCF_013378015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/378/015/GCF_013378015.1_ASM1337801v1	Mannheimia pernigra	Complete Genome
Man_varig_USDA_ARS_USMARC_1312_GCF_000521695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/695/GCF_000521695.1_ASM52169v1	Mannheimia varigena	Complete Genome
Marinob_adh_GCF_018972165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/972/165/GCF_018972165.1_ASM1897216v1	Marinobacter adhaerens	Complete Genome
Marinob_nau_ATCC_49840_GCF_000284615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/615/GCF_000284615.1_ASM28461v1	Marinobacter nauticus	Complete Genome
Marinom_prim_GCF_013372285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/372/285/GCF_013372285.1_ASM1337228v1	Marinomonas primoryensis	Complete Genome
Mas_violacei_GCF_002752675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/675/GCF_002752675.1_ASM275267v1	Massilia violaceinigra	Complete Genome
Megam_funi_GCF_019974115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/974/115/GCF_019974115.1_ASM1997411v1	Megamonas funiformis	Complete Genome
Megas_els_GCF_003006415_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/415/GCF_003006415.1_ASM300641v1	Megasphaera elsdenii	Complete Genome
Mei_ruber_DSM_1279_GCF_000376665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/665/GCF_000376665.1_ASM37666v1	Meiothermus ruber	Chromosome
Mel_plut_GCF_003966875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/875/GCF_003966875.1_ASM396687v1	Melissococcus plutonius	Chromosome
Mesom_dispar_GCF_002736285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/736/285/GCF_002736285.1_ASM273628v1	Mesomycoplasma dispar	Complete Genome
Mesop_cole_GCF_002999455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/999/455/GCF_002999455.1_ASM299945v1	Mesoplasma coleopterae	Chromosome
Mesop_entomophilum_GCF_002749675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/749/675/GCF_002749675.1_ASM274967v1	Mesoplasma entomophilum	Complete Genome
Mesop_flo_L1_GCF_000008305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/305/GCF_000008305.1_ASM830v1	Mesoplasma florum	Complete Genome
Mesop_lactu_ATCC_49193_GCF_002441935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/441/935/GCF_002441935.1_ASM244193v1	Mesoplasma lactucae	Complete Genome
Mesor_cice_biserrulae_GCF_001618845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/845/GCF_001618845.1_ASM161884v1	Mesorhizobium ciceri	Complete Genome
Mesor_huak_GCF_014189455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/189/455/GCF_014189455.1_ASM1418945v1	Mesorhizobium huakuii	Complete Genome
Mesor_japonicum_R7A_GCF_012913625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/913/625/GCF_012913625.1_ASM1291362v1	Mesorhizobium japonicum	Complete Genome
Mesor_opportunistum_WSM2075_GCF_000176035_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/035/GCF_000176035.2_ASM17603v2	Mesorhizobium opportunistum	Complete Genome
Metam_cloacale_GCF_003269445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/269/445/GCF_003269445.1_ASM326944v1	Metamycoplasma cloacale	Complete Genome
Metam_hyos_GCF_002214445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/445/GCF_002214445.1_ASM221444v1	Metamycoplasma hyosynoviae	Complete Genome
Methanoba_formici_GCF_001458655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/458/655/GCF_001458655.1_Mb9	Methanobacterium formicicum	Complete Genome
Methanoba_subterraneum_GCF_002813695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/695/GCF_002813695.1_ASM281369v1	Methanobacterium subterraneum	Complete Genome
Methanobr_smi_ATCC_35061_GCF_000016525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/525/GCF_000016525.1_ASM1652v1	Methanobrevibacter smithii	Complete Genome
Methanoco_marip_GCF_002945325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/945/325/GCF_002945325.1_ASM294532v1	Methanococcus maripaludis	Complete Genome
Methanocu_bou_MS2_GCF_000304355_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/355/GCF_000304355.2_Mb_MS2	Methanoculleus bourgensis	Complete Genome
Methanosa_bark_227_GCF_000970065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/065/GCF_000970065.1_ASM97006v1	Methanosarcina barkeri	Complete Genome
Methanosa_maz_Go1_GCF_000007065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/065/GCF_000007065.1_ASM706v1	Methanosarcina mazei	Complete Genome
Methanosa_sici_T4_M_GCF_000970085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/085/GCF_000970085.1_ASM97008v1	Methanosarcina siciliae	Complete Genome
Methanosa_thermophila_TM_1_GCF_000969885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/885/GCF_000969885.1_ASM96988v1	Methanosarcina thermophila	Complete Genome
Methanosph_stad_GCF_902384015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/384/015/GCF_902384015.1_UHGG_MGYG-HGUT-02164	Methanosphaera stadtmanae	Complete Genome
Methanospi_hun_JF_1_GCF_000013445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/445/GCF_000013445.1_ASM1344v1	Methanospirillum hungatei	Complete Genome
Methylob_curr_GCF_003058325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/058/325/GCF_003058325.1_ASM305832v1	Methylobacterium currus	Chromosome
Methylob_oryzae_CBMB20_GCF_000757795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/795/GCF_000757795.1_ASM75779v1	Methylobacterium oryzae	Complete Genome
Methylob_radiot_JCM_2831_GCF_000019725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/725/GCF_000019725.1_ASM1972v1	Methylobacterium radiotolerans	Complete Genome
Methyloco_capsu_Bath_GCF_000008325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/325/GCF_000008325.1_ASM832v1	Methylococcus capsulatus	Complete Genome
Methylom_koyam_GCF_019669905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/669/905/GCF_019669905.1_ASM1966990v1	Methylomonas koyamae	Complete Genome
Methylopha_nitratireducent_GCF_000260985_4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/985/GCF_000260985.4_ASM26098v3	Methylophaga nitratireducenticrescens	Complete Genome
Methylophi_meda_GCF_006363915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/363/915/GCF_006363915.1_ASM636391v1	Methylophilus medardicus	Chromosome
Methylor_exto_DM4_GCF_000083545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/083/545/GCF_000083545.1_ASM8354v1	Methylorubrum extorquens	Complete Genome
Methylor_pop_BJ001_GCF_000019945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/945/GCF_000019945.1_ASM1994v1	Methylorubrum populi	Complete Genome
Mica_ARL_13_GCF_000226315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/315/GCF_000226315.1_ASM22631v1	Micavibrio aeruginosavorus	Complete Genome
Microb_fol_GCF_003367705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/705/GCF_003367705.1_ASM336770v1	Microbacterium foliorum	Complete Genome
Microb_hom_GCF_014725695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/725/695/GCF_014725695.1_ASM1472569v1	Microbacterium hominis	Complete Genome
Microb_olei_GCF_001975955_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/955/GCF_001975955.2_ASM197595v2	Microbacterium oleivorans	Complete Genome
Microb_parao_GCF_900105335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/335/GCF_900105335.1_IMG-taxon_2634166897_annotated_assembly	Microbacterium paraoxydans	Chromosome
Micrococ_luteus_GCF_019890915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/890/915/GCF_019890915.1_ASM1989091v1	Micrococcus luteus	Complete Genome
Microcol_vaginat_PCC_9802_GCF_022701275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/701/275/GCF_022701275.1_ASM2270127v1	Microcoleus vaginatus	Complete Genome
Microm_aurantiaca_ATCC_27029_GCF_000145235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/235/GCF_000145235.1_ASM14523v1	Micromonospora aurantiaca	Complete Genome
Microt_virida_GCF_900104895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/895/GCF_900104895.1_IMG-taxon_2634166341_annotated_assembly	Microterricola viridarii	Chromosome
Mob_curt_ATCC_43063_GCF_000196535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/535/GCF_000196535.1_ASM19653v1	Mobiluncus curtisii	Complete Genome
Moe_wis_GCF_022592395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/592/395/GCF_022592395.1_ASM2259239v1	Moellerella wisconsensis	Complete Genome
Moorel_thermoa_GCF_001874605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/874/605/GCF_001874605.1_ASM187460v1	Moorella thermoacetica	Complete Genome
Mora_bovo_GCF_000988745_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/745/GCF_000988745.2_ASM98874v3	Moraxella bovoculi	Complete Genome
Mora_cata_GCF_002080125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/125/GCF_002080125.1_ASM208012v1	Moraxella catarrhalis	Complete Genome
Mora_non_GCF_016028775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/775/GCF_016028775.1_ASM1602877v1	Moraxella nonliquefaciens	Complete Genome
Mora_osl_GCF_001553955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/955/GCF_001553955.1_ASM155395v1	Moraxella osloensis	Complete Genome
Morg_morg_GCF_902387845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/387/845/GCF_902387845.1_UHGG_MGYG-HGUT-02512	Morganella morganii	Complete Genome
Muc_gos_GCF_017569325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/569/325/GCF_017569325.1_ASM1756932v1	Mucilaginibacter gossypii	Complete Genome
Murd_vaginal_GCF_900119705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/705/GCF_900119705.1_PRJEB14245	Murdochiella vaginalis	Complete Genome
Murib_intestinale_GCF_001688845_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/845/GCF_001688845.2_ASM168884v2	Muribaculum intestinale	Complete Genome
Mus_paradi_Ech703_GCF_000023545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/545/GCF_000023545.1_ASM2354v1	Musicola paradisiaca	Complete Genome
Mycobacteri_cane_CIPT_140010059_GCF_000253375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/375/GCF_000253375.1_ASM25337v1	Mycobacterium canettii	Complete Genome
Mycobacteri_hec_GCF_016861545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/545/GCF_016861545.1_ASM1686154v1	Mycobacterium heckeshornense	Complete Genome
Mycobacteri_intracellulare_ATCC_13950_GCF_000277125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/125/GCF_000277125.1_ASM27712v1	Mycobacterium intracellulare	Complete Genome
Mycobacteri_kans_ATCC_12478_GCF_000157895_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/895/GCF_000157895.3_ASM15789v2	Mycobacterium kansasii	Complete Genome
Mycobacteri_kub_GCF_014263315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/263/315/GCF_014263315.1_ASM1426331v1	Mycobacterium kubicae	Chromosome
Mycobacteri_lepr_GCF_003253775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/253/775/GCF_003253775.1_ASM325377v1	Mycobacterium leprae	Complete Genome
Mycobacteri_marinum_GCF_016745295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/745/295/GCF_016745295.1_ASM1674529v1	Mycobacterium marinum	Complete Genome
Mycobacteri_mars_GCF_002285715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/715/GCF_002285715.1_ASM228571v1	Mycobacterium marseillense	Complete Genome
Mycobacteri_paraint_GCF_016756055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/055/GCF_016756055.1_ASM1675605v1	Mycobacterium paraintracellulare	Complete Genome
Mycobacteri_shiga_GCF_002356315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/315/GCF_002356315.1_ASM235631v1	Mycobacterium shigaense	Complete Genome
Mycobacteri_shot_GCF_010728525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/525/GCF_010728525.1_ASM1072852v1	Mycobacterium shottsii	Complete Genome
Mycobacteri_ulc_GCF_020616615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/616/615/GCF_020616615.1_ASM2061661v1	Mycobacterium ulcerans	Complete Genome
Mycobactero_abs_GCF_004028015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/015/GCF_004028015.1_ASM402801v1	Mycobacteroides abscessus	Complete Genome
Mycobactero_che_CCUG_47445_GCF_001632805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/805/GCF_001632805.1_ASM163280v1	Mycobacteroides chelonae	Complete Genome
Mycobactero_imm_GCF_001605725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/605/725/GCF_001605725.1_ASM160572v1	Mycobacteroides immunogenum	Complete Genome
Mycolicibacter_terrae_GCF_900187145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/145/GCF_900187145.1_50818_H01	Mycolicibacter terrae	Complete Genome
austro_GCF_016919645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/645/GCF_016919645.1_ASM1691964v1	Mycolicibacterium austroafricanum	Chromosome
boe_GCF_010731295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/295/GCF_010731295.1_ASM1073129v1	Mycolicibacterium boenickei	Complete Genome
chitae_GCF_900637205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/205/GCF_900637205.1_50279_G01	Mycolicibacterium chitae	Complete Genome
farcino_GCF_019739075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/739/075/GCF_019739075.1_ASM1973907v1	Mycolicibacterium farcinogenes	Complete Genome
fort_GCF_001307545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/545/GCF_001307545.1_ASM130754v1	Mycolicibacterium fortuitum	Complete Genome
litorale_GCF_010731695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/695/GCF_010731695.1_ASM1073169v1	Mycolicibacterium litorale	Complete Genome
mona_GCF_010731575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/575/GCF_010731575.1_ASM1073157v1	Mycolicibacterium monacense	Complete Genome
neoa_GCF_018363015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/363/015/GCF_018363015.1_ASM1836301v1	Mycolicibacterium neoaurum	Complete Genome
phoc_GCF_010731115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/115/GCF_010731115.1_ASM1073111v1	Mycolicibacterium phocaicum	Complete Genome
sme_GCF_013349145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/349/145/GCF_013349145.1_ASM1334914v1	Mycolicibacterium smegmatis	Chromosome
vanb_PYR_1_GCF_000015305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/305/GCF_000015305.1_ASM1530v1	Mycolicibacterium vanbaalenii	Complete Genome
Mycoplasma_anseris_GCF_007858515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/858/515/GCF_007858515.1_ASM785851v1	Mycoplasma anserisalpingitidis	Complete Genome
Mycoplasma_capri_capricolum_ATCC_27343_GCF_000012765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/765/GCF_000012765.1_ASM1276v1	Mycoplasma capricolum	Complete Genome
Mycoplasma_gallis_VA94_7994_1_7P_GCF_000286675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/675/GCF_000286675.1_ASM28667v1	Mycoplasma gallisepticum	Complete Genome
Mycoplasma_gen_G37_GCF_000027325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/325/GCF_000027325.1_ASM2732v1	Mycoplasma genitalium	Complete Genome
Mycoplasma_lea_99_014_6_GCF_000253095_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/095/GCF_000253095.1_ASM25309v1	Mycoplasma leachii	Chromosome
Mycoplasma_myc_capri_GM12_GCF_000023685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/685/GCF_000023685.1_ASM2368v1	Mycoplasma mycoides	Complete Genome
Mycoplasma_nasi_GCF_006228185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/228/185/GCF_006228185.1_ASM622818v1	Mycoplasma nasistruthionis	Complete Genome
Mycoplasma_pneumon_GCF_900660465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/465/GCF_900660465.1_50648_A01-3	Mycoplasma pneumoniae	Complete Genome
Mycoplasma_putr_GCF_900476175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/175/GCF_900476175.1_50648_D01	Mycoplasma putrefaciens	Complete Genome
Mycoplasma_suis_KI3806_GCF_000203215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/215/GCF_000203215.1_ASM20321v1	Mycoplasma suis	Complete Genome
Mycoplasmo_anatis_GCF_003285065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/065/GCF_003285065.1_ASM328506v1	Mycoplasmopsis anatis	Complete Genome
Mycoplasmo_argi_GCF_001547975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/975/GCF_001547975.1_ASM154797v1	Mycoplasmopsis arginini	Complete Genome
Mycoplasmo_bovig_GCF_900660525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/525/GCF_900660525.1_50861_G01-3	Mycoplasmopsis bovigenitalium	Complete Genome
Mycoplasmo_bovir_GCF_900660515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/515/GCF_900660515.1_50766_E01-3	Mycoplasmopsis bovirhinis	Complete Genome
Mycoplasmo_californica_GCF_003925935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/925/935/GCF_003925935.1_ASM392593v1	Mycoplasmopsis californica	Complete Genome
Mycoplasmo_canis_GCF_000988065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/065/GCF_000988065.1_ASM98806v1	Mycoplasmopsis canis	Complete Genome
Mycoplasmo_cite_GCF_900660645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/645/GCF_900660645.1_57043_F01-3	Mycoplasmopsis citelli	Complete Genome
Mycoplasmo_cyn_C142_GCF_000328725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/725/GCF_000328725.1_ASM32872v1	Mycoplasmopsis cynos	Complete Genome
Mycoplasmo_fermenta_M64_GCF_000186005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/005/GCF_000186005.1_ASM18600v1	Mycoplasmopsis fermentans	Complete Genome
Mycoplasmo_gallinac_GCF_900660495_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/495/GCF_900660495.1_50648_F01-3	Mycoplasmopsis gallinacea	Complete Genome
Mycoplasmo_pul_GCF_900660575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/575/GCF_900660575.1_51342_D01-3	Mycoplasmopsis pulmonis	Complete Genome
Mycoplasmo_syno_GCF_013393745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/393/745/GCF_013393745.1_ASM1339374v1	Mycoplasmopsis synoviae	Complete Genome
Myr_odorati_GCF_004337635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/337/635/GCF_004337635.1_ASM433763v1	Myroides odoratimimus	Complete Genome
Myx_xan_DK_1622_GCF_000012685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/685/GCF_000012685.1_ASM1268v1	Myxococcus xanthus	Complete Genome
Na_sulfuri_GCF_003430825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/430/825/GCF_003430825.1_ASM343082v1	Natrarchaeobaculum sulfurireducens	Complete Genome
Nei_animalis_GCF_008806995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/806/995/GCF_008806995.1_ASM880699v1	Neisseria animalis	Complete Genome
Nei_animalo_GCF_900638345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/345/GCF_900638345.1_57428_C01	Neisseria animaloris	Complete Genome
Nei_cine_GCF_900475315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/315/GCF_900475315.1_43721_G02	Neisseria cinerea	Complete Genome
Nei_elongata_GCF_003351545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/545/GCF_003351545.1_ASM335154v1	Neisseria elongata	Complete Genome
Nei_gon_GCF_013030075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/030/075/GCF_013030075.1_ASM1303007v1	Neisseria gonorrhoeae	Complete Genome
Nei_lactam_GCF_003351565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/565/GCF_003351565.1_ASM335156v1	Neisseria lactamica	Complete Genome
Nei_meningi_GCF_008330805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/330/805/GCF_008330805.1_ASM833080v1	Neisseria meningitidis	Complete Genome
Nei_sicca_GCF_017753665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/753/665/GCF_017753665.1_ASM1775366v1	Neisseria sicca	Complete Genome
Nei_wea_GCF_900638685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/685/GCF_900638685.1_58882_C02	Neisseria weaveri	Complete Genome
Neo_gale_bv_orientalis_HAMBI_540_GCF_000731315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/731/315/GCF_000731315.1_RG540_Ch_pA	Neorhizobium galegae	Complete Genome
Nia_cir_GCF_013267435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/267/435/GCF_013267435.1_ASM1326743v1	Niallia circulans	Complete Genome
Nitrosom_ureae_GCF_001455205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/205/GCF_001455205.1_ASM145520v1	Nitrosomonas ureae	Complete Genome
Nitrosos_vien_EN76_GCF_000698785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/785/GCF_000698785.1_ASM69878v1	Nitrososphaera viennensis	Complete Genome
Nocardia_ast_GCF_900637185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/185/GCF_900637185.1_49867_H01	Nocardia asteroides	Complete Genome
Nocardia_brasiliensis_GCF_002209125_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/125/GCF_002209125.2_ASM220912v2	Nocardia brasiliensis	Complete Genome
Nocardia_cyr_GUH_2_GCF_000284035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/035/GCF_000284035.1_ASM28403v1	Nocardia cyriacigeorgica	Complete Genome
Nocardia_farcini_IFM_10152_GCF_000009805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/805/GCF_000009805.1_ASM980v1	Nocardia farcinica	Complete Genome
